15322418 [Pos{x=2624, y=0, z=2848}, Pos{x=1120, y=0, z=1920}, Pos{x=3040, y=0, z=2304}, Pos{x=2912, y=0, z=64}, Pos{x=512, y=0, z=-2336}]
282826625 [Pos{x=1712, y=0, z=-48}, Pos{x=-2016, y=0, z=1536}, Pos{x=-2576, y=0, z=3024}, Pos{x=32, y=0, z=2560}, Pos{x=-448, y=0, z=-2816}]
287185211 [Pos{x=-752, y=0, z=1104}, Pos{x=-1136, y=0, z=2832}, Pos{x=3040, y=0, z=-2720}, Pos{x=2864, y=0, z=-80}, Pos{x=-2016, y=0, z=2240}]
287210906 [Pos{x=2864, y=0, z=-2000}, Pos{x=-2000, y=0, z=-16}, Pos{x=-416, y=0, z=-3008}, Pos{x=-1152, y=0, z=-2048}, Pos{x=2144, y=0, z=-2944}]
288684586 [Pos{x=2672, y=0, z=2320}, Pos{x=-1008, y=0, z=48}, Pos{x=2160, y=0, z=1520}, Pos{x=2624, y=0, z=3040}, Pos{x=-1888, y=0, z=-1536}]
289925149 [Pos{x=2848, y=0, z=-800}, Pos{x=160, y=0, z=1504}, Pos{x=3040, y=0, z=2496}, Pos{x=2336, y=0, z=-2112}, Pos{x=1696, y=0, z=-832}]
291305159 [Pos{x=-2048, y=0, z=2016}, Pos{x=-3040, y=0, z=1856}, Pos{x=1248, y=0, z=-2304}, Pos{x=3040, y=0, z=2336}, Pos{x=-2496, y=0, z=2944}]
292974024 [Pos{x=-1984, y=0, z=-640}, Pos{x=-2688, y=0, z=608}, Pos{x=-480, y=0, z=2208}, Pos{x=-960, y=0, z=-3008}, Pos{x=3040, y=0, z=-2656}]
293129956 [Pos{x=2224, y=0, z=-2064}, Pos{x=1568, y=0, z=2016}, Pos{x=3040, y=0, z=2272}, Pos{x=-1952, y=0, z=1952}, Pos{x=-1712, y=0, z=-496}]
293296913 [Pos{x=2896, y=0, z=2288}, Pos{x=3040, y=0, z=-2752}, Pos{x=-240, y=0, z=-1968}, Pos{x=-96, y=0, z=-2944}, Pos{x=-1920, y=0, z=-3072}]
293623841 [Pos{x=-336, y=0, z=-1744}, Pos{x=1856, y=0, z=2752}, Pos{x=1552, y=0, z=-2960}, Pos{x=-2128, y=0, z=-1008}, Pos{x=2496, y=0, z=2880}]
293730829 [Pos{x=2576, y=0, z=2864}, Pos{x=128, y=0, z=-2624}, Pos{x=2992, y=0, z=-976}, Pos{x=-1872, y=0, z=-2832}, Pos{x=-864, y=0, z=-1792}]
294390784 [Pos{x=608, y=0, z=-864}, Pos{x=2864, y=0, z=-2384}, Pos{x=3040, y=0, z=2208}, Pos{x=2704, y=0, z=1264}, Pos{x=352, y=0, z=1920}]
295859610 [Pos{x=960, y=0, z=-3072}, Pos{x=1408, y=0, z=800}, Pos{x=2256, y=0, z=-80}, Pos{x=3040, y=0, z=-2848}, Pos{x=-160, y=0, z=-2848}]
299645688 [Pos{x=1648, y=0, z=-1584}, Pos{x=-2224, y=0, z=2768}, Pos{x=-672, y=0, z=-1792}, Pos{x=800, y=0, z=2368}, Pos{x=2048, y=0, z=-192}]
301557185 [Pos{x=448, y=0, z=-2816}, Pos{x=1872, y=0, z=-1360}, Pos{x=3040, y=0, z=-416}, Pos{x=3040, y=0, z=512}, Pos{x=-528, y=0, z=-1008}]
308111269 [Pos{x=-352, y=0, z=-2848}, Pos{x=-2912, y=0, z=2976}, Pos{x=-2784, y=0, z=-192}, Pos{x=800, y=0, z=1984}, Pos{x=-1728, y=0, z=-2016}]
309986109 [Pos{x=3040, y=0, z=-2880}, Pos{x=-2912, y=0, z=2752}, Pos{x=128, y=0, z=-992}, Pos{x=-2464, y=0, z=1312}, Pos{x=2592, y=0, z=448}]
310242187 [Pos{x=-112, y=0, z=1360}, Pos{x=2336, y=0, z=1536}, Pos{x=-1152, y=0, z=2944}, Pos{x=3040, y=0, z=-1920}, Pos{x=1440, y=0, z=-128}]
311521372 [Pos{x=-2896, y=0, z=2608}, Pos{x=-1776, y=0, z=304}, Pos{x=2848, y=0, z=-2880}, Pos{x=3040, y=0, z=224}, Pos{x=3008, y=0, z=768}]
315835472 [Pos{x=2672, y=0, z=-1776}, Pos{x=2928, y=0, z=2768}, Pos{x=832, y=0, z=3040}, Pos{x=2144, y=0, z=2112}, Pos{x=512, y=0, z=-992}]
321103656 [Pos{x=2640, y=0, z=592}, Pos{x=2992, y=0, z=-16}, Pos{x=3040, y=0, z=-992}, Pos{x=3040, y=0, z=2304}, Pos{x=-2720, y=0, z=-448}]
324266275 [Pos{x=1120, y=0, z=-512}, Pos{x=-1504, y=0, z=-2560}, Pos{x=2400, y=0, z=-960}, Pos{x=-1568, y=0, z=-1632}, Pos{x=352, y=0, z=1728}]
325521686 [Pos{x=-2192, y=0, z=-3056}, Pos{x=-544, y=0, z=1536}, Pos{x=416, y=0, z=2304}, Pos{x=2928, y=0, z=-1328}, Pos{x=1376, y=0, z=-1856}]
325822818 [Pos{x=2224, y=0, z=976}, Pos{x=2912, y=0, z=448}, Pos{x=2912, y=0, z=2304}, Pos{x=784, y=0, z=-2192}, Pos{x=992, y=0, z=256}]
329208611 [Pos{x=2224, y=0, z=2288}, Pos{x=2128, y=0, z=1296}, Pos{x=-1744, y=0, z=-2832}, Pos{x=-480, y=0, z=-3072}, Pos{x=-1968, y=0, z=1872}]
332706381 [Pos{x=880, y=0, z=-2320}, Pos{x=-1728, y=0, z=1024}, Pos{x=1440, y=0, z=1472}, Pos{x=-2400, y=0, z=-1024}, Pos{x=-2096, y=0, z=-2544}]
333683847 [Pos{x=2368, y=0, z=-576}, Pos{x=-3040, y=0, z=1152}, Pos{x=416, y=0, z=1792}, Pos{x=-1888, y=0, z=-2560}, Pos{x=1616, y=0, z=-752}]
335203456 [Pos{x=3040, y=0, z=1408}, Pos{x=-896, y=0, z=2720}, Pos{x=3040, y=0, z=2624}, Pos{x=1856, y=0, z=3040}, Pos{x=-1408, y=0, z=1472}]
337921217 [Pos{x=-2080, y=0, z=1024}, Pos{x=-1344, y=0, z=-480}, Pos{x=256, y=0, z=3040}, Pos{x=-2784, y=0, z=1472}, Pos{x=-1344, y=0, z=-3040}]
340843466 [Pos{x=3040, y=0, z=-2752}, Pos{x=1920, y=0, z=-64}, Pos{x=1168, y=0, z=2032}, Pos{x=3040, y=0, z=1568}, Pos{x=-560, y=0, z=1808}]
341285804 [Pos{x=1808, y=0, z=2576}, Pos{x=2960, y=0, z=-2064}, Pos{x=-736, y=0, z=2080}, Pos{x=320, y=0, z=-2496}, Pos{x=2528, y=0, z=352}]
342450446 [Pos{x=2400, y=0, z=-192}, Pos{x=816, y=0, z=-1872}, Pos{x=-336, y=0, z=2896}, Pos{x=1120, y=0, z=2880}, Pos{x=3040, y=0, z=-96}]
344175135 [Pos{x=832, y=0, z=2752}, Pos{x=-672, y=0, z=2592}, Pos{x=-1696, y=0, z=2560}, Pos{x=2240, y=0, z=-2656}, Pos{x=-1472, y=0, z=-320}]
345153346 [Pos{x=3040, y=0, z=608}, Pos{x=-1744, y=0, z=-1456}, Pos{x=-352, y=0, z=960}, Pos{x=-352, y=0, z=2304}, Pos{x=2560, y=0, z=256}]
345362306 [Pos{x=1200, y=0, z=2032}, Pos{x=-1760, y=0, z=-2912}, Pos{x=416, y=0, z=-1984}, Pos{x=-352, y=0, z=-3072}, Pos{x=1696, y=0, z=2912}]
352166327 [Pos{x=1104, y=0, z=-2608}, Pos{x=1360, y=0, z=80}, Pos{x=3040, y=0, z=-2784}, Pos{x=3040, y=0, z=-960}, Pos{x=-544, y=0, z=-2688}]
354716065 [Pos{x=3040, y=0, z=-2272}, Pos{x=-1728, y=0, z=2880}, Pos{x=-2400, y=0, z=1792}, Pos{x=-1312, y=0, z=-1088}, Pos{x=-224, y=0, z=-1984}]
356707198 [Pos{x=2640, y=0, z=1840}, Pos{x=2064, y=0, z=-976}, Pos{x=3040, y=0, z=-2880}, Pos{x=3040, y=0, z=-608}, Pos{x=2400, y=0, z=1152}]
359398862 [Pos{x=-2400, y=0, z=3040}, Pos{x=-992, y=0, z=-1504}, Pos{x=3040, y=0, z=896}, Pos{x=2576, y=0, z=1680}, Pos{x=96, y=0, z=1216}]
359909423 [Pos{x=2256, y=0, z=-1264}, Pos{x=2864, y=0, z=912}, Pos{x=3040, y=0, z=0}, Pos{x=1056, y=0, z=-1024}, Pos{x=416, y=0, z=448}]
364169382 [Pos{x=992, y=0, z=832}, Pos{x=1056, y=0, z=2272}, Pos{x=-2336, y=0, z=-2688}, Pos{x=2976, y=0, z=1024}, Pos{x=-1056, y=0, z=0}]
365287084 [Pos{x=2048, y=0, z=-2752}, Pos{x=1888, y=0, z=2560}, Pos{x=-1696, y=0, z=-896}, Pos{x=-1632, y=0, z=-2048}, Pos{x=1280, y=0, z=96}]
369490342 [Pos{x=3040, y=0, z=-1504}, Pos{x=96, y=0, z=1984}, Pos{x=-2624, y=0, z=-3040}, Pos{x=-1632, y=0, z=2560}, Pos{x=2656, y=0, z=-1024}]
369821743 [Pos{x=-672, y=0, z=320}, Pos{x=1056, y=0, z=-384}, Pos{x=2688, y=0, z=-1344}, Pos{x=-1728, y=0, z=288}, Pos{x=2848, y=0, z=1792}]
373565997 [Pos{x=-2736, y=0, z=1552}, Pos{x=2432, y=0, z=-1760}, Pos{x=-1632, y=0, z=-3072}, Pos{x=-2768, y=0, z=-2256}, Pos{x=-2352, y=0, z=-368}]
376511240 [Pos{x=2096, y=0, z=1360}, Pos{x=-672, y=0, z=-128}, Pos{x=-688, y=0, z=-3056}, Pos{x=2160, y=0, z=-2480}, Pos{x=3040, y=0, z=1504}]
380779484 [Pos{x=-1216, y=0, z=1888}, Pos{x=608, y=0, z=1728}, Pos{x=1184, y=0, z=-1344}, Pos{x=-928, y=0, z=2944}, Pos{x=1824, y=0, z=2176}]
382453298 [Pos{x=-2464, y=0, z=928}, Pos{x=-2144, y=0, z=-2304}, Pos{x=2432, y=0, z=576}, Pos{x=2048, y=0, z=1280}, Pos{x=-480, y=0, z=64}]
383573378 [Pos{x=-480, y=0, z=1760}, Pos{x=-1648, y=0, z=-1072}, Pos{x=3040, y=0, z=256}, Pos{x=-480, y=0, z=3008}, Pos{x=-1568, y=0, z=1856}]
383828324 [Pos{x=1456, y=0, z=-560}, Pos{x=832, y=0, z=-3008}, Pos{x=-160, y=0, z=1216}, Pos{x=2336, y=0, z=768}, Pos{x=416, y=0, z=2432}]
384305095 [Pos{x=1184, y=0, z=2304}, Pos{x=-2976, y=0, z=-3040}, Pos{x=3040, y=0, z=-2432}, Pos{x=-512, y=0, z=-2816}, Pos{x=-1072, y=0, z=304}]
385604595 [Pos{x=992, y=0, z=1344}, Pos{x=2976, y=0, z=-448}, Pos{x=2816, y=0, z=-2624}, Pos{x=-2160, y=0, z=1392}, Pos{x=-240, y=0, z=3024}]
385710043 [Pos{x=1744, y=0, z=-2768}, Pos{x=1312, y=0, z=2240}, Pos{x=-1440, y=0, z=1888}, Pos{x=672, y=0, z=2944}, Pos{x=448, y=0, z=-2304}]
386660356 [Pos{x=-416, y=0, z=2688}, Pos{x=-1264, y=0, z=2000}, Pos{x=2848, y=0, z=1728}, Pos{x=112, y=0, z=2544}, Pos{x=-2736, y=0, z=1328}]
386973562 [Pos{x=96, y=0, z=-2336}, Pos{x=-736, y=0, z=1984}, Pos{x=128, y=0, z=-2592}, Pos{x=3040, y=0, z=-1344}, Pos{x=-1664, y=0, z=-1024}]
387885609 [Pos{x=-2848, y=0, z=256}, Pos{x=1696, y=0, z=-2528}, Pos{x=3040, y=0, z=2976}, Pos{x=3024, y=0, z=1520}, Pos{x=544, y=0, z=-2688}]
388247228 [Pos{x=-2064, y=0, z=-1520}, Pos{x=2016, y=0, z=-2240}, Pos{x=3040, y=0, z=-1472}, Pos{x=2592, y=0, z=-1280}, Pos{x=-752, y=0, z=-1968}]
388266576 [Pos{x=-2912, y=0, z=288}, Pos{x=2624, y=0, z=-1984}, Pos{x=2688, y=0, z=-2848}, Pos{x=2464, y=0, z=2944}, Pos{x=1824, y=0, z=-1344}]
390169241 [Pos{x=64, y=0, z=1280}, Pos{x=-3040, y=0, z=-1920}, Pos{x=-1552, y=0, z=-1968}, Pos{x=3040, y=0, z=-2752}, Pos{x=-2400, y=0, z=3040}]
392015404 [Pos{x=2688, y=0, z=2368}, Pos{x=2400, y=0, z=-2560}, Pos{x=736, y=0, z=-2688}, Pos{x=3040, y=0, z=320}, Pos{x=1632, y=0, z=2048}]
393051257 [Pos{x=112, y=0, z=-2576}, Pos{x=1392, y=0, z=-1680}, Pos{x=3040, y=0, z=-480}, Pos{x=-2304, y=0, z=-1760}, Pos{x=2368, y=0, z=-64}]
395165061 [Pos{x=1888, y=0, z=-2304}, Pos{x=-688, y=0, z=-16}, Pos{x=3040, y=0, z=-832}, Pos{x=2720, y=0, z=-3072}, Pos{x=2112, y=0, z=-2272}]
398762682 [Pos{x=1696, y=0, z=-3072}, Pos{x=2016, y=0, z=1152}, Pos{x=-1248, y=0, z=3008}, Pos{x=-1136, y=0, z=-2992}, Pos{x=-16, y=0, z=1072}]
399412510 [Pos{x=3040, y=0, z=-2592}, Pos{x=-1728, y=0, z=2624}, Pos{x=1376, y=0, z=-896}, Pos{x=-2656, y=0, z=-1792}, Pos{x=3040, y=0, z=576}]
399915393 [Pos{x=-1696, y=0, z=1856}, Pos{x=1728, y=0, z=-1856}, Pos{x=1440, y=0, z=1600}, Pos{x=1488, y=0, z=688}, Pos{x=-2656, y=0, z=-576}]
400215799 [Pos{x=1376, y=0, z=1568}, Pos{x=16, y=0, z=-2608}, Pos{x=-2656, y=0, z=-1888}, Pos{x=-1360, y=0, z=1584}, Pos{x=80, y=0, z=-1008}]
400373383 [Pos{x=1328, y=0, z=-1328}, Pos{x=992, y=0, z=2048}, Pos{x=128, y=0, z=-3072}, Pos{x=-544, y=0, z=2560}, Pos{x=2928, y=0, z=1424}]
402226522 [Pos{x=1520, y=0, z=-2608}, Pos{x=736, y=0, z=0}, Pos{x=-2448, y=0, z=1136}, Pos{x=-1648, y=0, z=-2064}, Pos{x=1120, y=0, z=512}]
403442009 [Pos{x=160, y=0, z=800}, Pos{x=-1456, y=0, z=-624}, Pos{x=400, y=0, z=2992}, Pos{x=-2208, y=0, z=2560}, Pos{x=2336, y=0, z=-2688}]
408559312 [Pos{x=1376, y=0, z=1568}, Pos{x=2560, y=0, z=2560}, Pos{x=-1376, y=0, z=-2880}, Pos{x=3040, y=0, z=-64}, Pos{x=2128, y=0, z=1584}]
411428037 [Pos{x=3040, y=0, z=1536}, Pos{x=2128, y=0, z=1680}, Pos{x=-640, y=0, z=2176}, Pos{x=-672, y=0, z=-1280}, Pos{x=1168, y=0, z=-1360}]
412082157 [Pos{x=-2800, y=0, z=-336}, Pos{x=1296, y=0, z=1200}, Pos{x=3040, y=0, z=384}, Pos{x=1568, y=0, z=-3072}, Pos{x=2272, y=0, z=256}]
412740041 [Pos{x=-1120, y=0, z=-1952}, Pos{x=1856, y=0, z=-288}, Pos{x=2736, y=0, z=-912}, Pos{x=3040, y=0, z=-2592}, Pos{x=-1136, y=0, z=-240}]
416249763 [Pos{x=-112, y=0, z=-1712}, Pos{x=-400, y=0, z=464}, Pos{x=-1328, y=0, z=-880}, Pos{x=1792, y=0, z=-2400}, Pos{x=1840, y=0, z=-336}]
416829733 [Pos{x=-2496, y=0, z=1984}, Pos{x=2736, y=0, z=-1008}, Pos{x=-1376, y=0, z=-1536}, Pos{x=3040, y=0, z=736}, Pos{x=-288, y=0, z=0}]
416849291 [Pos{x=-2576, y=0, z=-2288}, Pos{x=-1632, y=0, z=992}, Pos{x=-2816, y=0, z=704}, Pos{x=2336, y=0, z=2784}, Pos{x=1824, y=0, z=-2368}]
424476690 [Pos{x=-2752, y=0, z=2048}, Pos{x=-2192, y=0, z=-1968}, Pos{x=1744, y=0, z=3024}, Pos{x=3040, y=0, z=2144}, Pos{x=928, y=0, z=1216}]
425775315 [Pos{x=-2368, y=0, z=-1504}, Pos{x=2944, y=0, z=-1088}, Pos{x=-2336, y=0, z=1344}, Pos{x=2304, y=0, z=2080}, Pos{x=1616, y=0, z=1040}]
432686580 [Pos{x=-320, y=0, z=-256}, Pos{x=-1456, y=0, z=-80}, Pos{x=3040, y=0, z=1408}, Pos{x=-2528, y=0, z=288}, Pos{x=-2688, y=0, z=2336}]
433225788 [Pos{x=368, y=0, z=-656}, Pos{x=-2672, y=0, z=1648}, Pos{x=752, y=0, z=2544}, Pos{x=-336, y=0, z=2480}, Pos{x=2736, y=0, z=112}]
433531073 [Pos{x=992, y=0, z=-1024}, Pos{x=2320, y=0, z=1552}, Pos{x=3040, y=0, z=-192}, Pos{x=2960, y=0, z=-2512}, Pos{x=1920, y=0, z=224}]
434076218 [Pos{x=1104, y=0, z=1840}, Pos{x=3040, y=0, z=736}, Pos{x=-2144, y=0, z=-576}, Pos{x=2240, y=0, z=-1472}, Pos{x=608, y=0, z=1536}]
434661346 [Pos{x=2256, y=0, z=-2800}, Pos{x=-1232, y=0, z=-816}, Pos{x=-2464, y=0, z=1088}, Pos{x=-1472, y=0, z=256}, Pos{x=608, y=0, z=1024}]
434903998 [Pos{x=-1616, y=0, z=1328}, Pos{x=992, y=0, z=1856}, Pos{x=608, y=0, z=1536}, Pos{x=2080, y=0, z=2944}, Pos{x=-2784, y=0, z=1472}]
435098731 [Pos{x=64, y=0, z=960}, Pos{x=2416, y=0, z=112}, Pos{x=3040, y=0, z=192}, Pos{x=-2576, y=0, z=-1840}, Pos{x=2144, y=0, z=960}]
436447600 [Pos{x=-48, y=0, z=-2032}, Pos{x=2448, y=0, z=240}, Pos{x=3040, y=0, z=256}, Pos{x=3040, y=0, z=-2528}, Pos{x=-1488, y=0, z=-2256}]
436811338 [Pos{x=1488, y=0, z=1040}, Pos{x=-1376, y=0, z=1504}, Pos{x=3040, y=0, z=-2240}, Pos{x=1888, y=0, z=2560}, Pos{x=2336, y=0, z=-2112}]
437256075 [Pos{x=944, y=0, z=-1808}, Pos{x=800, y=0, z=512}, Pos{x=2720, y=0, z=-1472}, Pos{x=2912, y=0, z=-2880}, Pos{x=-2032, y=0, z=144}]
437968222 [Pos{x=3040, y=0, z=-1440}, Pos{x=-2256, y=0, z=1456}, Pos{x=-1280, y=0, z=3008}, Pos{x=2944, y=0, z=736}, Pos{x=1056, y=0, z=1984}]
438956452 [Pos{x=832, y=0, z=2176}, Pos{x=16, y=0, z=-2928}, Pos{x=2720, y=0, z=-1952}, Pos{x=2096, y=0, z=-3024}, Pos{x=3040, y=0, z=1056}]
441115665 [Pos{x=-1472, y=0, z=192}, Pos{x=3040, y=0, z=2272}, Pos{x=2624, y=0, z=1792}, Pos{x=-1664, y=0, z=2592}, Pos{x=1088, y=0, z=1248}]
442748666 [Pos{x=1984, y=0, z=-512}, Pos{x=-2400, y=0, z=992}, Pos{x=3040, y=0, z=-704}, Pos{x=2144, y=0, z=-2240}, Pos{x=240, y=0, z=-1552}]
445405114 [Pos{x=1856, y=0, z=-2112}, Pos{x=-2480, y=0, z=-496}, Pos{x=2704, y=0, z=1200}, Pos{x=656, y=0, z=2672}, Pos{x=-2416, y=0, z=-400}]
446221698 [Pos{x=-352, y=0, z=-2272}, Pos{x=2464, y=0, z=2304}, Pos{x=1840, y=0, z=2864}, Pos{x=1120, y=0, z=-2112}, Pos{x=144, y=0, z=2800}]
447352981 [Pos{x=2464, y=0, z=2528}, Pos{x=1872, y=0, z=-2736}, Pos{x=1312, y=0, z=-1216}, Pos{x=3040, y=0, z=1792}, Pos{x=1120, y=0, z=-2944}]
448909651 [Pos{x=2240, y=0, z=160}, Pos{x=-368, y=0, z=-1040}, Pos{x=800, y=0, z=-2432}, Pos{x=-1056, y=0, z=-2752}, Pos{x=1888, y=0, z=-1920}]
449323114 [Pos{x=-800, y=0, z=-2304}, Pos{x=-1440, y=0, z=-1728}, Pos{x=1584, y=0, z=-2768}, Pos{x=1632, y=0, z=-2304}, Pos{x=2464, y=0, z=-32}]
452231729 [Pos{x=-144, y=0, z=-1232}, Pos{x=-336, y=0, z=1552}, Pos{x=-2208, y=0, z=512}, Pos{x=1280, y=0, z=-3072}, Pos{x=-1968, y=0, z=-2960}]
454070305 [Pos{x=-2064, y=0, z=2032}, Pos{x=-864, y=0, z=-1280}, Pos{x=3040, y=0, z=2144}, Pos{x=-672, y=0, z=2112}, Pos{x=-672, y=0, z=-2304}]
454565449 [Pos{x=560, y=0, z=-2800}, Pos{x=2720, y=0, z=2112}, Pos{x=1408, y=0, z=1728}, Pos{x=-2416, y=0, z=-1264}, Pos{x=-96, y=0, z=3040}]
454597497 [Pos{x=2976, y=0, z=1376}, Pos{x=672, y=0, z=-1536}, Pos{x=-1696, y=0, z=1024}, Pos{x=3040, y=0, z=0}, Pos{x=864, y=0, z=2816}]
456656500 [Pos{x=-1408, y=0, z=32}, Pos{x=1120, y=0, z=1536}, Pos{x=1504, y=0, z=-2816}, Pos{x=-3056, y=0, z=-2288}, Pos{x=3040, y=0, z=-1664}]
457252515 [Pos{x=2208, y=0, z=256}, Pos{x=-2528, y=0, z=-256}, Pos{x=-1376, y=0, z=64}, Pos{x=1952, y=0, z=1216}, Pos{x=-2784, y=0, z=2496}]
458535694 [Pos{x=464, y=0, z=2544}, Pos{x=672, y=0, z=-960}, Pos{x=688, y=0, z=-2800}, Pos{x=-1424, y=0, z=-1936}, Pos{x=-1376, y=0, z=2560}]
459277691 [Pos{x=-2784, y=0, z=-3072}, Pos{x=1648, y=0, z=-2928}, Pos{x=3040, y=0, z=704}, Pos{x=-1184, y=0, z=-3072}, Pos{x=528, y=0, z=-2032}]
463686126 [Pos{x=2288, y=0, z=-48}, Pos{x=2704, y=0, z=3024}, Pos{x=-1792, y=0, z=-2048}, Pos{x=3040, y=0, z=1664}, Pos{x=-160, y=0, z=-1024}]
463936044 [Pos{x=336, y=0, z=1456}, Pos{x=80, y=0, z=2608}, Pos{x=3040, y=0, z=1632}, Pos{x=2576, y=0, z=240}, Pos{x=1888, y=0, z=-576}]
464688491 [Pos{x=1472, y=0, z=-2784}, Pos{x=-688, y=0, z=2800}, Pos{x=2448, y=0, z=-336}, Pos{x=2976, y=0, z=2496}, Pos{x=336, y=0, z=-1264}]
466267340 [Pos{x=1728, y=0, z=2048}, Pos{x=2176, y=0, z=224}, Pos{x=2464, y=0, z=-640}, Pos{x=-16, y=0, z=-1168}, Pos{x=-352, y=0, z=1408}]
473846357 [Pos{x=2432, y=0, z=-2976}, Pos{x=-896, y=0, z=-2560}, Pos{x=3040, y=0, z=2944}, Pos{x=2080, y=0, z=3040}, Pos{x=-1536, y=0, z=1728}]
477246394 [Pos{x=1984, y=0, z=-1056}, Pos{x=-2912, y=0, z=-2752}, Pos{x=-2240, y=0, z=3040}, Pos{x=2400, y=0, z=2816}, Pos{x=1824, y=0, z=-1472}]
485113560 [Pos{x=1600, y=0, z=-32}, Pos{x=2720, y=0, z=-2304}, Pos{x=-2656, y=0, z=128}, Pos{x=2400, y=0, z=-2880}, Pos{x=2272, y=0, z=2176}]
488890044 [Pos{x=1872, y=0, z=-144}, Pos{x=-2992, y=0, z=-2768}, Pos{x=2512, y=0, z=1936}, Pos{x=3040, y=0, z=768}, Pos{x=1408, y=0, z=704}]
492457496 [Pos{x=2912, y=0, z=1728}, Pos{x=3040, y=0, z=-2496}, Pos{x=-416, y=0, z=896}, Pos{x=1408, y=0, z=2048}, Pos{x=-1456, y=0, z=112}]
492973766 [Pos{x=2640, y=0, z=-1072}, Pos{x=2592, y=0, z=704}, Pos{x=1936, y=0, z=-1936}, Pos{x=2816, y=0, z=3040}, Pos{x=-2464, y=0, z=896}]
494979577 [Pos{x=1056, y=0, z=-2016}, Pos{x=-880, y=0, z=-2096}, Pos{x=-1328, y=0, z=-2032}, Pos{x=1504, y=0, z=2880}, Pos{x=-1632, y=0, z=-384}]
496549094 [Pos{x=-2336, y=0, z=-3040}, Pos{x=3040, y=0, z=2432}, Pos{x=3040, y=0, z=-2208}, Pos{x=672, y=0, z=-2112}, Pos{x=-96, y=0, z=1120}]
499193481 [Pos{x=1984, y=0, z=2336}, Pos{x=-1328, y=0, z=2064}, Pos{x=-1392, y=0, z=-2416}, Pos{x=-2528, y=0, z=-512}, Pos{x=288, y=0, z=1088}]
499796993 [Pos{x=1072, y=0, z=2576}, Pos{x=2272, y=0, z=-128}, Pos{x=1680, y=0, z=1392}, Pos{x=224, y=0, z=-2240}, Pos{x=3040, y=0, z=-1216}]
501593872 [Pos{x=-288, y=0, z=2816}, Pos{x=96, y=0, z=-1248}, Pos{x=-688, y=0, z=-3056}, Pos{x=1424, y=0, z=-1776}, Pos{x=-32, y=0, z=1248}]
504104197 [Pos{x=2368, y=0, z=1920}, Pos{x=2720, y=0, z=192}, Pos{x=3040, y=0, z=-2816}, Pos{x=2336, y=0, z=-2304}, Pos{x=-1184, y=0, z=1344}]
505671481 [Pos{x=-1760, y=0, z=-192}, Pos{x=320, y=0, z=-2592}, Pos{x=3040, y=0, z=-1344}, Pos{x=-688, y=0, z=2800}, Pos{x=2384, y=0, z=2544}]
510660525 [Pos{x=2432, y=0, z=-3040}, Pos{x=-1904, y=0, z=304}, Pos{x=-432, y=0, z=-2992}, Pos{x=-1488, y=0, z=-2832}, Pos{x=1376, y=0, z=512}]
511421021 [Pos{x=-2880, y=0, z=-2304}, Pos{x=-832, y=0, z=-2048}, Pos{x=3040, y=0, z=2720}, Pos{x=-1552, y=0, z=-1168}, Pos{x=3040, y=0, z=288}]
511947859 [Pos{x=-320, y=0, z=-2080}, Pos{x=2096, y=0, z=624}, Pos{x=2624, y=0, z=-2048}, Pos{x=2960, y=0, z=2768}, Pos{x=-688, y=0, z=-1456}]
515392918 [Pos{x=-1616, y=0, z=-1264}, Pos{x=-2480, y=0, z=-1360}, Pos{x=-1696, y=0, z=-1792}, Pos{x=-2720, y=0, z=1440}, Pos{x=144, y=0, z=-2960}]
517189789 [Pos{x=2976, y=0, z=-2528}, Pos{x=3040, y=0, z=512}, Pos{x=-2112, y=0, z=-832}, Pos{x=-32, y=0, z=2560}, Pos{x=992, y=0, z=-384}]
518675202 [Pos{x=768, y=0, z=1024}, Pos{x=2656, y=0, z=864}, Pos{x=-2720, y=0, z=-2496}, Pos{x=1104, y=0, z=1616}, Pos{x=1696, y=0, z=-3072}]
518794202 [Pos{x=-384, y=0, z=2752}, Pos{x=1312, y=0, z=320}, Pos{x=1632, y=0, z=-2048}, Pos{x=2320, y=0, z=-1072}, Pos{x=-2624, y=0, z=3040}]
521016271 [Pos{x=3040, y=0, z=-2368}, Pos{x=1984, y=0, z=1600}, Pos{x=608, y=0, z=2176}, Pos{x=-1408, y=0, z=1056}, Pos{x=-2384, y=0, z=-1296}]
522745327 [Pos{x=3040, y=0, z=3040}, Pos{x=2960, y=0, z=-2544}, Pos{x=928, y=0, z=2176}, Pos{x=-2080, y=0, z=-896}, Pos{x=2720, y=0, z=1984}]
523921122 [Pos{x=2944, y=0, z=-1056}, Pos{x=-1008, y=0, z=1680}, Pos{x=-2288, y=0, z=944}, Pos{x=2976, y=0, z=1280}, Pos{x=-1968, y=0, z=-2096}]
529928266 [Pos{x=1168, y=0, z=1552}, Pos{x=3040, y=0, z=-256}, Pos{x=-480, y=0, z=-2784}, Pos{x=-1632, y=0, z=-1600}, Pos{x=-608, y=0, z=-1248}]
530059505 [Pos{x=640, y=0, z=-2976}, Pos{x=-1920, y=0, z=800}, Pos{x=3040, y=0, z=-1248}, Pos{x=3040, y=0, z=704}, Pos{x=-1520, y=0, z=-3024}]
530389965 [Pos{x=-1664, y=0, z=-2112}, Pos{x=-432, y=0, z=2864}, Pos{x=2656, y=0, z=-2304}, Pos{x=3040, y=0, z=1792}, Pos{x=1568, y=0, z=2944}]
